"SKU","Product Name","Smell Group","Smell Subgroup","Smell Head","Smell Heart","Smell Base","Colour","hue","value","chroma","Edition"
"101208DE",Cinnamon Star,"""Oriental""","""Gourmand""","""Aniseed, Buttery, Orange""","""nan""","""Vanilla, Caramel""","""Purple""","5P","""5""","""16""","""Blogger"""
"101208DE-L",Cinnamon Star,"""Oriental""","""Gourmand""","""Aniseed, Buttery, Orange""","""nan""","""Vanilla, Caramel""","""Purple""","5P","""5""","""16""","""Blogger"""
"101208DE-M",Cinnamon Star,"""Oriental""","""Gourmand""","""Aniseed, Buttery, Orange""","""nan""","""Vanilla, Caramel""","""Purple""","5P","""5""","""16""","""Blogger"""
"101208DE-S",Cinnamon Star,"""Oriental""","""Gourmand""","""Aniseed, Buttery, Orange""","""nan""","""Vanilla, Caramel""","""Purple""","5P","""5""","""16""","""Blogger"""
"101209DE",Mandarine Candy,"""Fresh""","""Citrus""","""nan""","""Cinnamon, Nutmeg""","""Malt, Musk""","""Pale Pink""","7.5R","""5""","""16""","""Blogger"""
"101209DE-L",Mandarine Candy,"""Fresh""","""Citrus""","""nan""","""Cinnamon, Nutmeg""","""Malt, Musk""","""Pale Pink""","7.5R","""5""","""16""","""Blogger"""
"101209DE-M",Mandarine Candy,"""Fresh""","""Citrus""","""nan""","""Cinnamon, Nutmeg""","""Malt, Musk""","""Pale Pink""","7.5R","""5""","""16""","""Blogger"""
"101209DE-S",Mandarine Candy,"""Fresh""","""Citrus""","""nan""","""Cinnamon, Nutmeg""","""Malt, Musk""","""Pale Pink""","7.5R","""5""","""16""","""Blogger"""
"10120DE",Lemon Grass,,,,,,,,,,"""Classic"""
"101214FR-L",Hello Beautiful,"""Fresh""","""Fruity""","""nan""","""Rose, Fig, Grape""","""Sweet, Gourmand""","""Blue""","2.5B","""7""","""8""","""Exclusive"""
"101214FR-M",Hello Beautiful,"""Fresh""","""Fruity""","""nan""","""Rose, Fig, Grape""","""Sweet, Gourmand""","""Blue""","2.5B","""7""","""8""","""Exclusive"""
"101214FR-S",Hello Beautiful,"""Fresh""","""Fruity""","""nan""","""Rose, Fig, Grape""","""Sweet, Gourmand""","""Blue""","2.5B","""7""","""8""","""Exclusive"""
"101215DE-L",MrsBella Candle,"""Oriental""","""Gourmand""","""Candy Sugar""","""Jasmin, Heliotrope, Muguet""","""Vanilla, Tonka, Caramel, Musk""","""Beige""","5YR","""8""","""4""","""Blogger"""
"101215DE-M",MrsBella Candle,"""Oriental""","""Gourmand""","""Candy Sugar""","""Jasmin, Heliotrope, Muguet""","""Vanilla, Tonka, Caramel, Musk""","""Beige""","5YR","""8""","""4""","""Blogger"""
"101215DE-S",MrsBella Candle,"""Oriental""","""Gourmand""","""Candy Sugar""","""Jasmin, Heliotrope, Muguet""","""Vanilla, Tonka, Caramel, Musk""","""Beige""","5YR","""8""","""4""","""Blogger"""
"101218FR",Confidence,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""","""Blogger"""
"101218FR-L",Confidence,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""","""Blogger"""
"101218FR-M",Confidence,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""","""Blogger"""
"101218FR-S",Confidence,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""","""Blogger"""
"10121DE",True Love,"""Floral""","""Floral""","""Chinese Ginger, Rose Oil, Raspberry""","""Rosewood, Turkish Rose, Lotus Flower""","""Sandalwood, Patchouli, Velvet Oud""","""Dark Red""","5R","""3""","""10""","""Classic"""
"10121DE-L",True Love,"""Floral""","""Floral""","""Chinese Ginger, Rose Oil, Raspberry""","""Rosewood, Turkish Rose, Lotus Flower""","""Sandalwood, Patchouli, Velvet Oud""","""Dark Red""","5R","""3""","""10""","""Classic"""
"10121DE-M",True Love,"""Floral""","""Floral""","""Chinese Ginger, Rose Oil, Raspberry""","""Rosewood, Turkish Rose, Lotus Flower""","""Sandalwood, Patchouli, Velvet Oud""","""Dark Red""","5R","""3""","""10""","""Classic"""
"10121DE-S",True Love,"""Floral""","""Floral""","""Chinese Ginger, Rose Oil, Raspberry""","""Rosewood, Turkish Rose, Lotus Flower""","""Sandalwood, Patchouli, Velvet Oud""","""Dark Red""","5R","""3""","""10""","""Classic"""
"101223DE-L",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223DE-M",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223DE-S",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223FR-L",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223FR-M",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223FR-S",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223IT-L",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223IT-M",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223IT-S",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223UK-L",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223UK-M",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"101223UK-S",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"10122DE",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"10122DE-L",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"10122DE-M",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"10122DE-S",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"101232DE-L",MrsBella,"""Oriental""","""Gourmand""","""Candy Sugar""","""Jasmin, Heliotrope, Muguet""","""Vanilla, Tonka, Caramel, Musk""","""Light Grey""","5B","""8""","""2""","""Blogger"""
"101232DE-M",MrsBella,"""Oriental""","""Gourmand""","""Candy Sugar""","""Jasmin, Heliotrope, Muguet""","""Vanilla, Tonka, Caramel, Musk""","""Light Grey""","5B","""8""","""2""","""Blogger"""
"101232DE-S",MrsBella,"""Oriental""","""Gourmand""","""Candy Sugar""","""Jasmin, Heliotrope, Muguet""","""Vanilla, Tonka, Caramel, Musk""","""Light Grey""","5B","""8""","""2""","""Blogger"""
"101234DE-L",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234DE-M",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234DE-S",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234FR-L",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234FR-M",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234FR-S",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234IT-L",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234IT-M",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234IT-S",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234UK-L",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234UK-M",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101234UK-S",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"101235DE-L","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235DE-M","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235DE-S","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235FR-L","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235FR-M","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235FR-S","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235IT-L","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235IT-M","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235IT-S","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235UK-L","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235UK-M","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101235UK-S","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"101236DE-L",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236DE-M",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236DE-S",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236FR-L",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236FR-M",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236FR-S",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236IT-L",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236IT-M",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236IT-S",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236UK-L",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"101236UK-M",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
